group	colour	key	showSelected2	showSelected3	x	xend
1	#F8766D	-1.72714487230405	21	erreur	-1.72714487230405	-1.72714487230405
1	#F8766D	0.910042596515268	21	erreur	0.910042596515268	0.910042596515268
1	#F8766D	-2.2466694242321	21	erreur	-2.2466694242321	-2.2466694242321
1	#F8766D	-1.39667598763481	21	erreur	-1.39667598763481	-1.39667598763481
1	#F8766D	-0.683315444737673	21	erreur	-0.683315444737673	-0.683315444737673
1	#F8766D	-2.91965800104663	21	erreur	-2.91965800104663	-2.91965800104663
1	#F8766D	-0.705672257579863	21	erreur	-0.705672257579863	-0.705672257579863
1	#F8766D	2.21814507432282	21	erreur	2.21814507432282	2.21814507432282
1	#F8766D	-0.957906019873917	21	erreur	-0.957906019873917	-0.957906019873917
1	#F8766D	-0.107519307173789	21	erreur	-0.107519307173789	-0.107519307173789
1	#F8766D	0.59739495255053	21	erreur	0.59739495255053	0.59739495255053
1	#F8766D	-0.0387521577067673	21	erreur	-0.0387521577067673	-0.0387521577067673
1	#F8766D	-1.88269439153373	21	erreur	-1.88269439153373	-1.88269439153373
1	#F8766D	1.96423991164193	21	erreur	1.96423991164193	1.96423991164193
1	#F8766D	1.01080042915419	21	erreur	1.01080042915419	1.01080042915419
1	#F8766D	1.76543916435912	21	erreur	1.76543916435912	1.76543916435912
1	#F8766D	-2.35233824467286	21	erreur	-2.35233824467286	-2.35233824467286
1	#F8766D	1.34226567624137	21	erreur	1.34226567624137	1.34226567624137
1	#F8766D	-0.53235342213884	21	erreur	-0.53235342213884	-0.53235342213884
1	#F8766D	1.92567776469514	21	erreur	1.92567776469514	1.92567776469514
1	#F8766D	0.882361162919551	21	erreur	0.882361162919551	0.882361162919551
1	#F8766D	1.69759657373652	21	erreur	1.69759657373652	1.69759657373652
1	#F8766D	0.318217869848013	21	erreur	0.318217869848013	0.318217869848013
1	#F8766D	0.178317481186241	21	erreur	0.178317481186241	0.178317481186241
1	#F8766D	1.73613739013672	21	erreur	1.73613739013672	1.73613739013672
1	#F8766D	-2.86001278599724	21	erreur	-2.86001278599724	-2.86001278599724
1	#F8766D	-0.13661960978061	21	erreur	-0.13661960978061	-0.13661960978061
1	#F8766D	1.3938824320212	21	erreur	1.3938824320212	1.3938824320212
1	#F8766D	1.15638933889568	21	erreur	1.15638933889568	1.15638933889568
1	#F8766D	-0.134282267186791	21	erreur	-0.134282267186791	-0.134282267186791
1	#F8766D	2.1672568609938	21	erreur	2.1672568609938	2.1672568609938
1	#F8766D	-0.371417356655002	21	erreur	-0.371417356655002	-0.371417356655002
1	#F8766D	-1.5312163378112	21	erreur	-1.5312163378112	-1.5312163378112
1	#F8766D	-2.5759257171303	21	erreur	-2.5759257171303	-2.5759257171303
1	#F8766D	-2.40320303896442	21	erreur	-2.40320303896442	-2.40320303896442
1	#F8766D	-1.1023697569035	21	erreur	-1.1023697569035	-1.1023697569035
1	#F8766D	0.111805579159409	21	erreur	0.111805579159409	0.111805579159409
1	#F8766D	0.972030458506197	21	erreur	0.972030458506197	0.972030458506197
1	#F8766D	-0.559018876869232	21	erreur	-0.559018876869232	-0.559018876869232
1	#F8766D	2.47725554555655	21	erreur	2.47725554555655	2.47725554555655
1	#F8766D	-1.2383797634393	21	erreur	-1.2383797634393	-1.2383797634393
1	#F8766D	-0.24560564244166	21	erreur	-0.24560564244166	-0.24560564244166
1	#F8766D	-1.00563195487484	21	erreur	-1.00563195487484	-1.00563195487484
1	#F8766D	0.905222802422941	21	erreur	0.905222802422941	0.905222802422941
1	#F8766D	-1.45189931569621	21	erreur	-1.45189931569621	-1.45189931569621
1	#F8766D	-0.128728510346264	21	erreur	-0.128728510346264	-0.128728510346264
1	#F8766D	1.59786402387545	21	erreur	1.59786402387545	1.59786402387545
1	#F8766D	-2.49451851379126	21	erreur	-2.49451851379126	-2.49451851379126
1	#F8766D	2.25192798022181	21	erreur	2.25192798022181	2.25192798022181
1	#F8766D	-0.965562372934073	21	erreur	-0.965562372934073	-0.965562372934073
1	#F8766D	2.03664210112765	21	erreur	2.03664210112765	2.03664210112765
1	#F8766D	-0.919899065047503	21	erreur	-0.919899065047503	-0.919899065047503
1	#F8766D	-0.997350415214896	21	erreur	-0.997350415214896	-0.997350415214896
1	#F8766D	-0.14189252955839	21	erreur	-0.14189252955839	-0.14189252955839
1	#F8766D	2.35319001507014	21	erreur	2.35319001507014	2.35319001507014
1	#F8766D	2.18603682378307	21	erreur	2.18603682378307	2.18603682378307
1	#F8766D	-0.660062739159912	21	erreur	-0.660062739159912	-0.660062739159912
1	#F8766D	1.66392419300973	21	erreur	1.66392419300973	1.66392419300973
1	#F8766D	2.76370798330754	21	erreur	2.76370798330754	2.76370798330754
1	#F8766D	-0.392043091356754	21	erreur	-0.392043091356754	-0.392043091356754
1	#F8766D	1.27508807228878	21	erreur	1.27508807228878	1.27508807228878
1	#F8766D	-0.600033786613494	21	erreur	-0.600033786613494	-0.600033786613494
1	#F8766D	-1.04788708873093	21	erreur	-1.04788708873093	-1.04788708873093
1	#F8766D	1.54252288816497	21	erreur	1.54252288816497	1.54252288816497
1	#F8766D	-1.78384646913037	21	erreur	-1.78384646913037	-1.78384646913037
1	#F8766D	1.26672733481973	21	erreur	1.26672733481973	1.26672733481973
1	#F8766D	-2.26984847383574	21	erreur	-2.26984847383574	-2.26984847383574
1	#F8766D	-1.52706891624257	21	erreur	-1.52706891624257	-1.52706891624257
1	#F8766D	-2.14017372345552	21	erreur	-2.14017372345552	-2.14017372345552
1	#F8766D	-1.56222350941971	21	erreur	-1.56222350941971	-1.56222350941971
1	#F8766D	-2.64639373635873	21	erreur	-2.64639373635873	-2.64639373635873
1	#F8766D	0.853729551192373	21	erreur	0.853729551192373	0.853729551192373
1	#F8766D	2.25761527614668	21	erreur	2.25761527614668	2.25761527614668
1	#F8766D	1.67348806466907	21	erreur	1.67348806466907	1.67348806466907
1	#F8766D	1.78385295532644	21	erreur	1.78385295532644	1.78385295532644
1	#F8766D	-0.26835327828303	21	erreur	-0.26835327828303	-0.26835327828303
1	#F8766D	-0.539495507720858	21	erreur	-0.539495507720858	-0.539495507720858
1	#F8766D	1.86522145662457	21	erreur	1.86522145662457	1.86522145662457
1	#F8766D	0.629599741660059	21	erreur	0.629599741660059	0.629599741660059
1	#F8766D	0.928343568462878	21	erreur	0.928343568462878	0.928343568462878
1	#F8766D	-0.880816368386149	21	erreur	-0.880816368386149	-0.880816368386149
1	#F8766D	-1.37843912467361	21	erreur	-1.37843912467361	-1.37843912467361
1	#F8766D	2.9561043670401	21	erreur	2.9561043670401	2.9561043670401
1	#F8766D	0.800959586631507	21	erreur	0.800959586631507	0.800959586631507
1	#F8766D	-1.72075118869543	21	erreur	-1.72075118869543	-1.72075118869543
1	#F8766D	-2.22376591153443	21	erreur	-2.22376591153443	-2.22376591153443
1	#F8766D	-0.131291794124991	21	erreur	-0.131291794124991	-0.131291794124991
1	#F8766D	2.54444681899622	21	erreur	2.54444681899622	2.54444681899622
1	#F8766D	0.59256580285728	21	erreur	0.59256580285728	0.59256580285728
1	#F8766D	2.85702416952699	21	erreur	2.85702416952699	2.85702416952699
1	#F8766D	1.39075507130474	21	erreur	1.39075507130474	1.39075507130474
1	#F8766D	-0.859638527501375	21	erreur	-0.859638527501375	-0.859638527501375
1	#F8766D	-0.411157856695354	21	erreur	-0.411157856695354	-0.411157856695354
1	#F8766D	-2.11073063593358	21	erreur	-2.11073063593358	-2.11073063593358
1	#F8766D	-2.92153454711661	21	erreur	-2.92153454711661	-2.92153454711661
1	#F8766D	1.29339639656246	21	erreur	1.29339639656246	1.29339639656246
1	#F8766D	-2.38089458551258	21	erreur	-2.38089458551258	-2.38089458551258
1	#F8766D	-0.322293908335269	21	erreur	-0.322293908335269	-0.322293908335269
1	#F8766D	0.840606270823628	21	erreur	0.840606270823628	0.840606270823628
1	#F8766D	2.95103172026575	21	erreur	2.95103172026575	2.95103172026575
1	#F8766D	-0.0264385328628123	21	erreur	-0.0264385328628123	-0.0264385328628123
1	#F8766D	-0.0939028537832201	21	erreur	-0.0939028537832201	-0.0939028537832201
1	#F8766D	-1.95934599079192	21	erreur	-1.95934599079192	-1.95934599079192
1	#F8766D	1.52892566705123	21	erreur	1.52892566705123	1.52892566705123
1	#F8766D	-0.276627064682543	21	erreur	-0.276627064682543	-0.276627064682543
1	#F8766D	0.0670187026262283	21	erreur	0.0670187026262283	0.0670187026262283
1	#F8766D	-1.75472932029516	21	erreur	-1.75472932029516	-1.75472932029516
1	#F8766D	-1.62805114360526	21	erreur	-1.62805114360526	-1.62805114360526
1	#F8766D	0.574271977879107	21	erreur	0.574271977879107	0.574271977879107
1	#F8766D	0.449233189690858	21	erreur	0.449233189690858	0.449233189690858
1	#F8766D	-2.53761371830478	21	erreur	-2.53761371830478	-2.53761371830478
1	#F8766D	-2.78675652248785	21	erreur	-2.78675652248785	-2.78675652248785
1	#F8766D	0.856772953178734	21	erreur	0.856772953178734	0.856772953178734
1	#F8766D	2.57169119780883	21	erreur	2.57169119780883	2.57169119780883
1	#F8766D	0.588554534129798	21	erreur	0.588554534129798	0.588554534129798
1	#F8766D	0.365404488053173	21	erreur	0.365404488053173	0.365404488053173
1	#F8766D	0.156166343484074	21	erreur	0.156166343484074	0.156166343484074
1	#F8766D	2.91057134326547	21	erreur	2.91057134326547	2.91057134326547
1	#F8766D	0.0458509339950979	21	erreur	0.0458509339950979	0.0458509339950979
1	#F8766D	1.0967284720391	21	erreur	1.0967284720391	1.0967284720391
1	#F8766D	0.609247305896133	21	erreur	0.609247305896133	0.609247305896133
1	#F8766D	-1.56678793346509	21	erreur	-1.56678793346509	-1.56678793346509
1	#F8766D	-1.45100443996489	21	erreur	-1.45100443996489	-1.45100443996489
1	#F8766D	1.37585774017498	21	erreur	1.37585774017498	1.37585774017498
1	#F8766D	-0.284575011581183	21	erreur	-0.284575011581183	-0.284575011581183
1	#F8766D	-1.94923938950524	21	erreur	-1.94923938950524	-1.94923938950524
1	#F8766D	1.48018961772323	21	erreur	1.48018961772323	1.48018961772323
1	#F8766D	-2.37007415760309	21	erreur	-2.37007415760309	-2.37007415760309
1	#F8766D	2.18726969417185	21	erreur	2.18726969417185	2.18726969417185
1	#F8766D	0.687869830057025	21	erreur	0.687869830057025	0.687869830057025
1	#F8766D	0.342957233078778	21	erreur	0.342957233078778	0.342957233078778
1	#F8766D	-1.02733608568087	21	erreur	-1.02733608568087	-1.02733608568087
1	#F8766D	-0.28121132729575	21	erreur	-0.28121132729575	-0.28121132729575
1	#F8766D	0.00264583574607968	21	erreur	0.00264583574607968	0.00264583574607968
1	#F8766D	-1.91480183321983	21	erreur	-1.91480183321983	-1.91480183321983
1	#F8766D	0.177783616818488	21	erreur	0.177783616818488	0.177783616818488
1	#F8766D	-2.54834552574903	21	erreur	-2.54834552574903	-2.54834552574903
1	#F8766D	-1.33346440410241	21	erreur	-1.33346440410241	-1.33346440410241
1	#F8766D	-1.72380288457498	21	erreur	-1.72380288457498	-1.72380288457498
1	#F8766D	-1.29125711414963	21	erreur	-1.29125711414963	-1.29125711414963
1	#F8766D	2.37056461768225	21	erreur	2.37056461768225	2.37056461768225
1	#F8766D	-0.322588060051203	21	erreur	-0.322588060051203	-0.322588060051203
1	#F8766D	1.67990933870897	21	erreur	1.67990933870897	1.67990933870897
1	#F8766D	2.28371420921758	21	erreur	2.28371420921758	2.28371420921758
1	#F8766D	-0.521254742983729	21	erreur	-0.521254742983729	-0.521254742983729
1	#F8766D	-2.61714911693707	21	erreur	-2.61714911693707	-2.61714911693707
1	#F8766D	-0.987075049895793	21	erreur	-0.987075049895793	-0.987075049895793
1	#F8766D	1.34235567972064	21	erreur	1.34235567972064	1.34235567972064
1	#F8766D	-0.974307999014854	21	erreur	-0.974307999014854	-0.974307999014854
1	#F8766D	0.78248473489657	21	erreur	0.78248473489657	0.78248473489657
1	#F8766D	2.04368732403964	21	erreur	2.04368732403964	2.04368732403964
1	#F8766D	2.13678998826072	21	erreur	2.13678998826072	2.13678998826072
1	#F8766D	-0.651844313833863	21	erreur	-0.651844313833863	-0.651844313833863
1	#F8766D	-0.717036686372012	21	erreur	-0.717036686372012	-0.717036686372012
1	#F8766D	2.37267255596817	21	erreur	2.37267255596817	2.37267255596817
1	#F8766D	0.865894577465951	21	erreur	0.865894577465951	0.865894577465951
1	#F8766D	1.44647189229727	21	erreur	1.44647189229727	1.44647189229727
1	#F8766D	0.631820679176599	21	erreur	0.631820679176599	0.631820679176599
1	#F8766D	2.41848966898397	21	erreur	2.41848966898397	2.41848966898397
1	#F8766D	-1.2376190694049	21	erreur	-1.2376190694049	-1.2376190694049
1	#F8766D	-1.85243934066966	21	erreur	-1.85243934066966	-1.85243934066966
1	#F8766D	2.31870565982536	21	erreur	2.31870565982536	2.31870565982536
1	#F8766D	0.0200369143858552	21	erreur	0.0200369143858552	0.0200369143858552
1	#F8766D	2.26234525814652	21	erreur	2.26234525814652	2.26234525814652
1	#F8766D	-1.86483826534823	21	erreur	-1.86483826534823	-1.86483826534823
1	#F8766D	1.54861831432208	21	erreur	1.54861831432208	1.54861831432208
1	#F8766D	1.34699335601181	21	erreur	1.34699335601181	1.34699335601181
1	#F8766D	2.66234890976921	21	erreur	2.66234890976921	2.66234890976921
1	#F8766D	0.285879522096366	21	erreur	0.285879522096366	0.285879522096366
1	#F8766D	1.27046320633963	21	erreur	1.27046320633963	1.27046320633963
1	#F8766D	-0.666569401044399	21	erreur	-0.666569401044399	-0.666569401044399
1	#F8766D	-2.39476124290377	21	erreur	-2.39476124290377	-2.39476124290377
1	#F8766D	2.56381253153086	21	erreur	2.56381253153086	2.56381253153086
1	#F8766D	-1.30060499813408	21	erreur	-1.30060499813408	-1.30060499813408
1	#F8766D	0.543438952881843	21	erreur	0.543438952881843	0.543438952881843
1	#F8766D	-2.33783637033775	21	erreur	-2.33783637033775	-2.33783637033775
1	#F8766D	2.04304219270125	21	erreur	2.04304219270125	2.04304219270125
1	#F8766D	-1.09221789333969	21	erreur	-1.09221789333969	-1.09221789333969
1	#F8766D	1.69710802193731	21	erreur	1.69710802193731	1.69710802193731
1	#F8766D	-1.4069480211474	22	erreur	-1.4069480211474	-1.4069480211474
1	#F8766D	-0.767256602179259	22	erreur	-0.767256602179259	-0.767256602179259
1	#F8766D	0.437120180111378	22	erreur	0.437120180111378	0.437120180111378
1	#F8766D	2.44924673996866	22	erreur	2.44924673996866	2.44924673996866
1	#F8766D	-1.78990841377527	22	erreur	-1.78990841377527	-1.78990841377527
1	#F8766D	2.39033810980618	22	erreur	2.39033810980618	2.39033810980618
1	#F8766D	2.66805161163211	22	erreur	2.66805161163211	2.66805161163211
1	#F8766D	0.964786754921079	22	erreur	0.964786754921079	0.964786754921079
1	#F8766D	0.774684263393283	22	erreur	0.774684263393283	0.774684263393283
1	#F8766D	-2.62928237719461	22	erreur	-2.62928237719461	-2.62928237719461
1	#F8766D	-1.76415255060419	22	erreur	-1.76415255060419	-1.76415255060419
1	#F8766D	-1.94065948482603	22	erreur	-1.94065948482603	-1.94065948482603
1	#F8766D	1.1221370799467	22	erreur	1.1221370799467	1.1221370799467
1	#F8766D	-0.695377690717578	22	erreur	-0.695377690717578	-0.695377690717578
1	#F8766D	1.61904851999134	22	erreur	1.61904851999134	1.61904851999134
1	#F8766D	-0.0138045474886894	22	erreur	-0.0138045474886894	-0.0138045474886894
1	#F8766D	1.30571104958653	22	erreur	1.30571104958653	1.30571104958653
1	#F8766D	2.9514365689829	22	erreur	2.9514365689829	2.9514365689829
1	#F8766D	-0.719788923393935	22	erreur	-0.719788923393935	-0.719788923393935
1	#F8766D	1.66467132791877	22	erreur	1.66467132791877	1.66467132791877
1	#F8766D	2.60823138663545	22	erreur	2.60823138663545	2.60823138663545
1	#F8766D	-1.72714487230405	22	erreur	-1.72714487230405	-1.72714487230405
1	#F8766D	0.910042596515268	22	erreur	0.910042596515268	0.910042596515268
1	#F8766D	-2.2466694242321	22	erreur	-2.2466694242321	-2.2466694242321
1	#F8766D	-1.39667598763481	22	erreur	-1.39667598763481	-1.39667598763481
1	#F8766D	-0.683315444737673	22	erreur	-0.683315444737673	-0.683315444737673
1	#F8766D	-2.91965800104663	22	erreur	-2.91965800104663	-2.91965800104663
1	#F8766D	-0.705672257579863	22	erreur	-0.705672257579863	-0.705672257579863
1	#F8766D	2.21814507432282	22	erreur	2.21814507432282	2.21814507432282
1	#F8766D	-0.957906019873917	22	erreur	-0.957906019873917	-0.957906019873917
1	#F8766D	-0.107519307173789	22	erreur	-0.107519307173789	-0.107519307173789
1	#F8766D	0.59739495255053	22	erreur	0.59739495255053	0.59739495255053
1	#F8766D	-0.0387521577067673	22	erreur	-0.0387521577067673	-0.0387521577067673
1	#F8766D	-1.88269439153373	22	erreur	-1.88269439153373	-1.88269439153373
1	#F8766D	1.96423991164193	22	erreur	1.96423991164193	1.96423991164193
1	#F8766D	1.01080042915419	22	erreur	1.01080042915419	1.01080042915419
1	#F8766D	1.76543916435912	22	erreur	1.76543916435912	1.76543916435912
1	#F8766D	-2.35233824467286	22	erreur	-2.35233824467286	-2.35233824467286
1	#F8766D	1.34226567624137	22	erreur	1.34226567624137	1.34226567624137
1	#F8766D	-0.53235342213884	22	erreur	-0.53235342213884	-0.53235342213884
1	#F8766D	1.92567776469514	22	erreur	1.92567776469514	1.92567776469514
1	#F8766D	0.882361162919551	22	erreur	0.882361162919551	0.882361162919551
1	#F8766D	1.69759657373652	22	erreur	1.69759657373652	1.69759657373652
1	#F8766D	0.318217869848013	22	erreur	0.318217869848013	0.318217869848013
1	#F8766D	0.178317481186241	22	erreur	0.178317481186241	0.178317481186241
1	#F8766D	1.73613739013672	22	erreur	1.73613739013672	1.73613739013672
1	#F8766D	-2.86001278599724	22	erreur	-2.86001278599724	-2.86001278599724
1	#F8766D	-0.13661960978061	22	erreur	-0.13661960978061	-0.13661960978061
1	#F8766D	1.3938824320212	22	erreur	1.3938824320212	1.3938824320212
1	#F8766D	1.15638933889568	22	erreur	1.15638933889568	1.15638933889568
1	#F8766D	-0.134282267186791	22	erreur	-0.134282267186791	-0.134282267186791
1	#F8766D	2.1672568609938	22	erreur	2.1672568609938	2.1672568609938
1	#F8766D	-0.371417356655002	22	erreur	-0.371417356655002	-0.371417356655002
1	#F8766D	-1.5312163378112	22	erreur	-1.5312163378112	-1.5312163378112
1	#F8766D	-2.5759257171303	22	erreur	-2.5759257171303	-2.5759257171303
1	#F8766D	-2.40320303896442	22	erreur	-2.40320303896442	-2.40320303896442
1	#F8766D	-1.1023697569035	22	erreur	-1.1023697569035	-1.1023697569035
1	#F8766D	0.111805579159409	22	erreur	0.111805579159409	0.111805579159409
1	#F8766D	0.972030458506197	22	erreur	0.972030458506197	0.972030458506197
1	#F8766D	-0.559018876869232	22	erreur	-0.559018876869232	-0.559018876869232
1	#F8766D	2.47725554555655	22	erreur	2.47725554555655	2.47725554555655
1	#F8766D	-1.2383797634393	22	erreur	-1.2383797634393	-1.2383797634393
1	#F8766D	-0.24560564244166	22	erreur	-0.24560564244166	-0.24560564244166
1	#F8766D	-1.00563195487484	22	erreur	-1.00563195487484	-1.00563195487484
1	#F8766D	0.905222802422941	22	erreur	0.905222802422941	0.905222802422941
1	#F8766D	-1.45189931569621	22	erreur	-1.45189931569621	-1.45189931569621
1	#F8766D	-0.128728510346264	22	erreur	-0.128728510346264	-0.128728510346264
1	#F8766D	1.59786402387545	22	erreur	1.59786402387545	1.59786402387545
1	#F8766D	-2.49451851379126	22	erreur	-2.49451851379126	-2.49451851379126
1	#F8766D	2.25192798022181	22	erreur	2.25192798022181	2.25192798022181
1	#F8766D	-0.965562372934073	22	erreur	-0.965562372934073	-0.965562372934073
1	#F8766D	2.03664210112765	22	erreur	2.03664210112765	2.03664210112765
1	#F8766D	-0.919899065047503	22	erreur	-0.919899065047503	-0.919899065047503
1	#F8766D	-0.997350415214896	22	erreur	-0.997350415214896	-0.997350415214896
1	#F8766D	-0.14189252955839	22	erreur	-0.14189252955839	-0.14189252955839
1	#F8766D	2.35319001507014	22	erreur	2.35319001507014	2.35319001507014
1	#F8766D	2.18603682378307	22	erreur	2.18603682378307	2.18603682378307
1	#F8766D	-0.660062739159912	22	erreur	-0.660062739159912	-0.660062739159912
1	#F8766D	1.66392419300973	22	erreur	1.66392419300973	1.66392419300973
1	#F8766D	2.76370798330754	22	erreur	2.76370798330754	2.76370798330754
1	#F8766D	-0.392043091356754	22	erreur	-0.392043091356754	-0.392043091356754
